text,clean_text,label,mentions_dem,mentions_rep
"Das Wortspiel aus „Lukaschenko“ und „Trump“ zu „Lump“ hatte schon jemand getwittert, oder?  ","das wortspiel aus  lukaschenko  und  trump  zu  lump  hatte schon jemand getwittert, oder   ",Democrat,[],"['Trump', 'Trump']"
   @realDonaldTrump    https://t.co/1bLUkvnDfM,    realdonaldtrump    ,Democrat,"['Biden', 'biden', 'Biden', 'Harris']","['Trump', 'Trump', 'Trump', 'Donald']"
"                  @WallStreet Biden smells of preparation H, BenGay and mothballs !","                   wallstreet biden smells of preparation h, bengay and mothballs  ",Democrat,"['Biden', 'Biden', 'Kamala', 'Harris', 'DNC']","['Trump', 'Donald', 'GOP']"
"It's Tuesday, Nov 3, 2020. One citizen, I call for the immediate removal from office by any legal means the impeached fascist, Donald J Trump, as president of the United States. Please RT, fellow resisters and pass it on.    @realDonaldTrump","it s tuesday, nov 3, 2020. one citizen, i call for the immediate removal from office by any legal means the impeached fascist, donald j trump, as president of the united states. please rt, fellow resisters and pass it on.     realdonaldtrump",Democrat,[],"['Trump', 'Trump', 'Donald', 'Donald']"
"The only thing I learnt out of the US election is what the College Vote points mean, apart from that America, you’re political system is deeply flawed and crazy. ","the only thing i learnt out of the us election is what the college vote points mean, apart from that america, you re political system is deeply flawed and crazy. ",Democrat,[],['Trump']
"  

This is for all of my tweeples that are suffering from Trump fatigue and pre-election stress disorder:

https://t.co/5IxGfGTLAr",    this is for all of my tweeples that are suffering from trump fatigue and pre-election stress disorder:  ,Democrat,[],['Trump']
"A vitória de Trump é somente o primeiro passo. Fundamental, mas insuficiente. A Igreja precisa ser imediatamente deseclipsada. Sem isso, a fé fraqueja, o engano avança e a confusão diabólica se perpetua.

   ","a vit ria de trump   somente o primeiro passo. fundamental, mas insuficiente. a igreja precisa ser imediatamente deseclipsada. sem isso, a f  fraqueja, o engano avan a e a confus o diab lica se perpetua.     ",Democrat,[],['Trump']
"Any Rapper who supports Donald Trump has lost their damn mind. You are supporting an IGNORANT MALIGNANT NARCISSISTIC PATHOLOGICAL LIAR CON MAN RAPIST who is unfit to hold ANY Public Office! A Man who bragged about assaulting women, and who refuses to say   https://t.co/meeapXJ04q","any rapper who supports donald trump has lost their damn mind. you are supporting an ignorant malignant narcissistic pathological liar con man rapist who is unfit to hold any public office  a man who bragged about assaulting women, and who refuses to say   ",Democrat,[],"['Trump', 'Donald']"
"I might leave if Biden wins &amp; it’s NOT a  After 4 years of this 💩, I don’t know if I could take being around so many people that are  AF!...I’ll sleep on it. GN ✌🏾","i might leave if biden wins and; it s not a  after 4 years of this  , i don t know if i could take being around so many people that are  af ...i ll sleep on it. gn   ",Democrat,['Biden'],[]
DOTEI-COUNTER: DONALD TRUMP - 06 DAYS UNTIL End of Immunity Counter.            https://t.co/m0K1dW1SqC,dotei-counter: donald trump - 06 days until end of immunity counter.            ,Democrat,"['Biden', 'Biden', 'Harris', 'Harris']","['TRUMP', 'TRUMP', 'Trump', 'Trump', 'DONALD', 'Donald']"
I just published Is Trump’s Police State Safe for People to Vote? https://t.co/uUKtlfdjL4                 ,i just published is trump s police state safe for people to vote                   ,Democrat,"['Biden', 'Biden', 'Biden', 'Biden', 'Harris', 'Harris', 'Harris']","['Trump', 'Trump', 'Trump']"
" is he reallybyour  I call you all   Common, in know what it's in your mind!  isn't easy to kick out the  but after  it's easier to be against  and do new eviction! Not so  http:https://t.co/7LkoKPK1KF"," is he reallybyour  i call you all   common, in know what it s in your mind   isn t easy to kick out the  but after  it s easier to be against  and do new eviction  not so  ",Democrat,"['Biden', 'Biden']",['Trump']
"In a rare move, Trump appointees bust union, hit federal immigration judges https://t.co/12K7cWkzEA      ","in a rare move, trump appointees bust union, hit federal immigration judges       ",Democrat,[],"['Trump', 'Trump', 'Trump']"
"White House: Trump only meant he wanted justice for Ghislaine Maxwell
 https://t.co/YbhagYfXWT via @MailOnline    ",white house: trump only meant he wanted justice for ghislaine maxwell   via  mailonline    ,Democrat,[],['Trump']
"Bruh imagine Actually voting for Biden and supporting these people 🤦😂

NeoLiberal Stupidity and Hypocrisy is disgusting but deliciously ironic. 

    https://t.co/Bqqbh4ggeo",bruh imagine actually voting for biden and supporting these people     neoliberal stupidity and hypocrisy is disgusting but deliciously ironic.       ,Democrat,['Biden'],[]
"Recounts need to be done in every  Democrat run state. I don’t trust Biden mask wearing ballot counters to be fair. At all. 
",recounts need to be done in every  democrat run state. i don t trust biden mask wearing ballot counters to be fair. at all.  ,Democrat,"['Biden', 'Democrat']",[]
"USA TODAY 
https://t.co/PrcdvtH6XY                            https://t.co/2MYXggL0XY",usa today                              ,Democrat,"['Biden', 'Kamala', 'Harris']","['Trump', 'Mike', 'Pence']"
"The inside story of how Trump’s COVID-19 coordinator undermined the world’s top health agency 

https://t.co/tnR2WBGssS    ",the inside story of how trump s covid-19 coordinator undermined the world s top health agency       ,Democrat,[],['Trump']
"
           
Business Insider: VIDEO: Paula White speaks in tongues to secure Trump's reelection x
https://t.co/mtXy5c01c4",             business insider: video: paula white speaks in tongues to secure trump s reelection x ,Democrat,[],"['Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Donald']"
"""Follow The Bursima Money."" 

""Was The Burisma Money USED To Pay Off Bad Actors And The Political Pundits Working For The Compromised Media  To Steal The Election ...?"" 

""Where there is a PLAN TO STEAL. There is always a paper Trail... and  deep pockets"" 

 https://t.co/3PGiOD16XM", follow the bursima money.     was the burisma money used to pay off bad actors and the political pundits working for the compromised media  to steal the election ...      where there is a plan to steal. there is always a paper trail... and  deep pockets     ,Democrat,[],[]
"Friday Funny...OR IS IT?
     @SteveKornacki https://t.co/Pbv4xuDQ6O",friday funny...or is it        stevekornacki ,Democrat,['biden'],['Trump']
"Seems to be no peace for blacks, minorities, Jews, Catholics, Muslims, Mormons even White Anglo Saxon Protestants! The Devil has been busy in 2020!🙄       https://t.co/Clu8ODJpz0 https://t.co/fLEIxDlsH3","seems to be no peace for blacks, minorities, jews, catholics, muslims, mormons even white anglo saxon protestants  the devil has been busy in 2020          ",Democrat,[],[]
"VOTE!

But not for trump ",vote   but not for trump ,Democrat,[],"['trump', 'Trump']"
"Right now is trump's America.
The mess in America is 100% trumps.
This is trump's America.
Get it? Got it? Good! 

           ",right now is trump s america. the mess in america is 100  trumps. this is trump s america. get it  got it  good               ,Democrat,"['Biden', 'Harris']","['trump', 'trump', 'trump']"
"I was just stick behind a caravan of white Hertz pickup trucks that were loaded with duffel bags just as people have said. when I was coming back from Napa on Sunday, I was behind 2 white pickup trucks full of dark blue duffel bags. @realDonaldTrump  ","i was just stick behind a caravan of white hertz pickup trucks that were loaded with duffel bags just as people have said. when i was coming back from napa on sunday, i was behind 2 white pickup trucks full of dark blue duffel bags.  realdonaldtrump  ",Democrat,[],"['Trump', 'trump', 'Donald']"
"Anyone else seeing the crazy amounts of voter suppression happening all over the country? 👀  
  ",anyone else seeing the crazy amounts of voter suppression happening all over the country        ,Democrat,[],['Trump']
"New holiday announcement!!! Thanks to our great leader,  we have a new holiday that will last for all time.  🤡🙏🌊🇺🇸💙☝️ https://t.co/8UXMxiCgeF","new holiday announcement    thanks to our great leader,  we have a new holiday that will last for all time.           ",Democrat,[],"['Trump', 'Trump']"
" Says “After November 3, we are going in with our lawyers.“ So the childish little punk already Knows he’s going to lose. What a childishly, pathetic moron. “I’m going to cry because I lost.” Classless to the very end.   "," says  after november 3, we are going in with our lawyers.  so the childish little punk already knows he s going to lose. what a childishly, pathetic moron.  i m going to cry because i lost.  classless to the very end.   ",Democrat,[],"['Trump', 'Trump']"
"To my  friends. Don't pick up on Trumppissthem lol we're better than that. It gets on my nerves to wait too, but I'm glad that Biden refuses to call himself the new President before it's not official. We got already one Idiot in office and don't need a new president who","to my  friends. don t pick up on trumppissthem lol we re better than that. it gets on my nerves to wait too, but i m glad that biden refuses to call himself the new president before it s not official. we got already one idiot in office and don t need a new president who",Democrat,['Biden'],['Trump']
"Eek! Come on @joebiden, you got this!     https://t.co/BuOyrzWc2U","eek  come on  joebiden, you got this      ",Democrat,"['joe', 'biden', 'biden', 'harris', 'democrats', 'democrat']",['trump']
"If wins  it’s only cause  and 
If wins  it’s only cause in America economy is more important than health. 
If wins a layman liberal socialist it’s a dream. 
     
“god bless the american dream”:the worst set of words",if wins  it s only cause  and  if wins  it s only cause in america economy is more important than health.  if wins a layman liberal socialist it s a dream.         god bless the american dream :the worst set of words,Democrat,"['Biden', 'Biden']","['Trump', 'Trump']"
"Donald Trump's tax returns raise Deutsche Bank loan questions 

https://t.co/lwYbi1Fv7u    ",donald trump s tax returns raise deutsche bank loan questions       ,Democrat,[],"['Trump', 'Donald']"
"""We don't do things like those  @JoeBiden. Oh, yes, your supporters do. 

At our  rally, a Black Lives Matter speaker tried to get Kristy Swanson to ""stop talking."" Then your supporters,  &amp; the  took over our rally &amp; our stage.  https://t.co/1MFLj7npMQ"," we don t do things like those   joebiden. oh, yes, your supporters do.   at our  rally, a black lives matter speaker tried to get kristy swanson to  stop talking.  then your supporters,  and; the  took over our rally and; our stage.  ",Democrat,"['Joe', 'Biden']",[]
